Expression Label,tweets
positive,"🇲🇳Б.Марал-Эрдэнэ уурхайн хана нурах эрсдэлтэй эсэхийг сансараас танадах программ бүтээж, Английн Топ-10 залуу эрдэмтний 1 болов.

🇲🇳Охид маань 3х3 сагсаар Токио Олимпын эрх авав

🇲🇳ОТ ТУЗ гишүүн Э.Баясгалан 34% нь 22тэрбум.$ өр болох эрсдэлтэйг анхааруулав

Шинэ үеийн 🇲🇳охид 👍 https://t.co/KeVF641bPY"
negative,Л.Оюун-Эрдэнэ: Наадмын дараа хотын захиргааг Яармаг руу нүүлгэнэ https://t.co/Qua3Qo2CX4
neutral,"С.Эрдэнэ даргын үед НД хамгийн доод цэгтээ хүрч, Ардчилсан нам бол бутарсан нь гарцаагүй үнэн байхаа ... https://t.co/Dg2eVYMQIW"
positive,"Үдшийн мэнд, Жиргээшдээ. Нилээд олон хүний сонгуулий тухай бодлыг уншлаа. Хүүкгүй сонголтыг дэмжигчид Энхбат, Эрдэнэ 2 хуваагдаж өгнө.2 дахь шатны сонгуульд энэ 2-ыг нэг нь Хүүктэй үзнэ биз. Сайн сонгогчдод хүрч ажиллавал Хүүкгүй 2 дахь шат болох магадлалтай. Бүгдэд амжилт хүсье."
negative,"Энэ хүнд нөхцөлд Л.Оюун-Эрдэнэ хоёр том бөгөөд “сайн зүйл” хийснийг олон хүн анзаарахгүй байна. Тэр “муу пацаан” юу хийсийм ? Энэ муу “хөлсний бичээч” МАН-ын талд орчихож… 
@sudlaachganaa"
neutral,"Судлаач Ганаа ах ийн бичжээ.
Энэ хүнд нөхцөлд Л.Оюун-Эрдэнэ хоёр том бөгөөд “сайн зүйл” хийснийг олон хүн анзаарахгүй байна.
1. Вакцинжуулалт, 2. Олон улсын Шүүхэд сөрөг нэхэмжлэл гаргасан. https://t.co/IR8RTBnPyD"
positive,"Судлаач Ганаа: 
У.Хүрэлсүх, Ч.Хүрэлбаатар хоёр улсын төсөв вакцины мөнгө түй ч тусгаагүй гэмт хэрэг үйлдчихсэн байхад Л.Оюун-Эрдэнэ хангалттай вакцин олж ирээд нийтэд нь вакцинжуулж байгааг би амжилт л гэнэ. Өөр юу гэхийм ?! https://t.co/2QGv3G7zXt"
negative,"Хүнд сонголт

Л.Оюун-Эрдэнэ бол У.Хүрэлсүхийн далбаанд дор улс төрд орж, Баруунд боловсрол эзэмшин, улмаар Сү туучийн ивээлээр улс төрд орж, дээд өндөрлөгт хүрсэн залуу гэдгийг ганц би биш, хүн бүр мэднэ."
negative,"Л.Оюун-Эрдэнэ Лондонгийн шүүхэд сөрөг нэхэмжлэл гаргаснаараа Сү туучий болон түүнийг бүлгийг өмөөрөхгүй, дэмжихгүй гэж ямар ч хоёрдмол утгагүй хэлчихлээ. Тэжээсэн бяруу тэрэг эвдэв."
negative,"@bolodm Энхбат- давсгүй лапша.
Эрдэнэ- ялзарсан сонгинотой шөл.

Хүрэлсүх- гурил мах хачир давс нь таарсан цуйван. Ийм болсон нийгмийг засна."
negative,Эрдэнэ Энхбатад биш Энхбат нь Эрдэнэд дэм болоод нэрээ татчихвал уг нь Эрдэнэ нь дарангуйллын эсрэг зогсож чадахуйц ардаа дэмжлэгтэй юм байгаа юм даа.
negative,@turbatn Гэхдээ яг эрдэнэ шг тууштай бх яггүй дэ
negative,"@SaruulhanA Хэнийх нь ч талын хүн биш байна аа
 Хүүк гарна
Өөр бусад нь юу ч гээд, юу ч  хийгээд нэмэргүй.
Эрдэнэ намыхаа учрыг олохоо бод
Энхбат интернэтийн хурдаа нэмэх тухай бодсон дээр"
neutral,"С.Эрдэнэ гэж хүн энд тэнд банкинд Нийгмийн даатгалын мөнгийг байршуулаад хүүг нь хусаад явж байдаг...
Ундармаагийн Капитал банкинд НД-ын мөнгө байршсан түүх оршивой. https://t.co/mWXbpmsOhz"
neutral,"@m_zorigt Эрдэнэ намаа ялаглуулаад Хүрэлсүхэд хамгийн зөөлөн боорцог болж очсон.
Тулгат Эрдэнийг огцруулна гэж их тэмцсэн.Эр хүн санасандаа хүрлээ.
Тулгатын нам болтлоо АН уруудаж.Та нар 2024 оны сонгууль ярилтгүй болсон."
negative,@SaruulhanA Бас л МАНайх авчихсан уу 😂😂 Эрдэнэ дарга уу эсвэл
positive,@serdenemn Эрдэнэ даргадаа амжилт хүсье
negative,Эрдэнэ бараг өөрөө нэр дэвшиж байгаагаа мартцан хэнд нь санал өгөхүү гэж боджаагаа байх тэ 🤣
neutral,@serdenemn Эрдэнэ даргаа саяын 4:11ээр заралсан ноцтой асуудлаар та мэдэгдэл хийж бусад нэр дэвшигч нараа уриалж бодит байдлыг олох хүртэл сонгуулийг хойшлуулж сонгогч түмний эргэлзээг тайлж байж сонгуулиа хийвэл ардчилсан төрт ёсонд нийцнэ! Та чадна! Хууль хүчтэйг үзүүлээд өгөөч гуйья?!
negative,"@Naranbaatarl Марал Эрдэнэ гэвч Английн бус Монголын иргэн билээ

Токиогийн олимп цулагдсан

22 тэрбум долларын өрийг гэрээ байгуулагчид анхнаасаа мэдэж л бсн... 😝"
neutral,"Жиргээнийхээн, болиод өгөөрэй. Өөрсдийгөө нүүр номынхноос дээр гэж сайрхдаг байж, тэндээ бичигдэж байгаагаас илүү их далийцгааж байна шүү. 

Энхбат интернэтийг зохиосон
Эрдэнэ сагсыг зохиосон чих шиг. хаха. Далийгаад байгаарай. 😆😆🤣🤣"
negative,Эрдэнэ бол сагсыг хуваасныг л мэднэ https://t.co/XmKytjnkt4
positive,"Энхбат интернэтийг зохиосон
Эрдэнэ сагсыг зохиосон
Хүрэлсүх тэгвэл Хурандаа цол өөртөө зохиож зүүсэн"
negative,"“Сант марал”-ын барометр судалгаа.2020 он
С.Эрдэнэ АН-ын дарга болсноор АН-ын даргын рейтинг “0” заасан хэвээр байсаар 2019.3 сар хүрчээ. МАН-ын дарга У.Хүрэлсүхийн рейтинг 2017.3  сараас эхлэн тасралтгүй эрчимтэй өссөн гэнэ. Б.Энхбатын мэдээлэл олдсонгүй.Удахгүй дахин гарах байх https://t.co/MOrpR9ugGu"
positive,"@Batsugar1 Эрдэнэ, Энхбат хоёр удахгүй хятад болно. Бүүр хамаатан садан улсууд байж таарна"
positive,Ерөнхий сайд Л.Оюун-Эрдэнэ Чингис-Бэрх хот чиглэлийн замын нөхцөл байдалтай танилцлаа https://t.co/o8qtY5yCEa https://t.co/2t3gMSsTFi
positive,@Teshka1231 @ULSBOLD_G Эрдэнэ дарга сагс санаачилсан :)
negative,"@Mongol_huu Энхбат ах ам нээвэлээр орсон, Эрдэнэ дарга Мэдээллийн урсгалд уригдагдсан. Өөр тохиолдол юм уу?"
positive,"Би,С.Эрдэнийг энэ сонгуульд дэмжнээ. Тэр бас хаялгатай нэгэн. Намайг  999-ыг байгуулалцаж байхад Эрдэнэ, Одонтуяа нар идэвхийлэн оролцсон. Одонтуяа өндөрлөгт хүрч,Эрдэнэ түүнд хэрэггүй болов. Баавар ч алуурчин гэдэг.Тэр хүчтэй тэмцэж  Баттулгын багийг яллаа. Эрдэнэ амжилт хүсье."
negative,"Нэр дэвшигч Д. Энхбат интэрнэтийг зохиож Монголд нэвтрүүлсэн хүн, аа харин С. Эрдэнэ бол сагсан бөмбөгийг Монголд үүсгэн байгуулж хөгжүүлсэн хүн.
Танай Хүүкт юу байна даа МАН-ынхаан 🤣🤣🤣"
negative,@SaruulhanA Элий угаасаа АН талыг барих нь тодорхойштээ мөнгө төлөх хэрэггүй Женког хэн сөрлөө. Яахав Эрдэнэ унахаар  эрхбиш нөгөө Э-д нь өгөх биз. Одоо 2 Э-г дэмжигчид хоорондоо муудах үе ёстой бишшүү. Дэмжигчид нь хоорондоо үзвэл жинхэнэ Хүүкийн өгөөш болно шүү. Дараа нь яасан ч яахав
negative,"Ам, ажлын зөрүү: Ерөнхий сайд Л.Оюун-Эрдэнэ эрт боcохыг уриалсан ч төрийн байгууллагын дарга нар нь унтсаар… https://t.co/FNwftSsSyr"
negative,Сонгуулийн сурталчилгааны хуулийн хугацаа эхэлсиймуу? Эрдэнэ мөнгөгүй бгаамуу? Нөгөө 2 нь бөөн бөөн ТВ нэвтрүүдэгт ороод бхын. Болж бгаамуу?
negative,"Энхбат у/төрийн системийн гажгийг оношлочихсон. Намын дотоод ардчилалыг хангахгүйгээр улс орон хөгжихгүй гдг,үүнд ч би итгэдэг. Гэтэл Эрдэнэ гэгч намынха сунгааг 100 саяаар үнэлж УИХ сонгуульд ялагдуулсан. Нам дотро ардчилал хж чадаагүй хүн улс орны ардчилалыг хамгаална гэнээ 🤣"
negative,"""С.Эрдэнэ"" гэдэг нэртэй хуудас хэвлээд эхэлсэн гэсжн үг биз дээ!? АН-ы ""олонх"" нь яахаар болсын? Эрдэнэ-ван даа бууж өгөөд дэмжихээр болсон юм уу? Эсвэл өөр төлөвлөгөө байгаа юм уу? 🙄 https://t.co/ELuPW9qGFC"
neutral,"Хүндэт өвөөгийн минь бүтээлүүд М+ дээр орж эхэлсэн.

Mplus-ын талаар мэдээлэл илгээж байна. Аппликейшн татах, бүртгүүлэх болон бусад мэдээллийг доорх линкээс аваарай: 
https://t.co/QNmVGIeA3I
С.Эрдэнэ зохиолчийн бүтээлүүдийн линкийг дор илгээлээ. 
https://t.co/lKRso1DCVP"
negative,@SaruulhanA Бас тэр ЗоригУ гэгч байна 🥴 Ардчилалаа хамгаалж байна гэсээн😬 Эрдэнэ гуай хамгийн хэл амтай нөхдүүдийг авчихаж😏
neutral,"@Chuluunbat201 Бүүр гайхаад байдаг юм. Хакардлаа гэхэд саналын хуудасны тэмдэглэгээг бас хакердаж солих уу кк 🤣.Ж/нь С.Эрдэнэ гэсэн тэмдэглэгээг хакердаж солиод У.Хүрэлсүх болгочихдог юм уу!!!
Одоо ийм тэнэг юм ярьдагаа болих хэрэгтэй."
positive,"Ерөнхий сайд Л.Оюун-Эрдэнэ болон аймгийн дарга Ц.Идэрбат, ЗГ-ын зарим сайд нартай Бэрх хотод ажиллаа энэ үеэр Бэрх хотын ДЦС-ын засварын ажилтай танилцав. https://t.co/coafTfsvNC"
positive,"Батноров сумын ИТХ-ын дарга Аюуш, засаг дарга Жамбаа, сумын орлогч дарга Ган-Эрдэнэ, тамгын газрын дарга Ган-Эрдэнэ, санхүүгийн албаны дарга Борчулуун нартай уулзалт зохион байгуулж сум орон нутгийн ажил,  бүтээн байгуулалтын ажлын явц байдлын талаар танилцуулга сонсов. https://t.co/Xc8NMBb9Jb"
