Expression Label,tweets
neutral,"@B_Munkhtselmeg @bayaraa_photo Эхний хэсэг дээр санал нэг байна  2-р шат дээр Хүүк-56%, Энхбат-40%, Цагаан сонголт 4%."
positive,"Уржигдараас хойш начин Энхбат ухаан орсон, биеийн байдал дээрдэж байгаа гээл сэвцгээгээд бсым. Тэгсэн өнөөдөр Түвшинбаяр батлан даалтад гараад наасан. Манайхан бас л өндөр түвшинд ажилладаг болсон байна шүү"
neutral,"@Bilguun2012 @uuganaa_v2 @Mongol_huu Хуулийн ямар зүйл заалт зөрчив гэдгийг хэлээд өгөөч. Тэгээд ч 7 хоногийн өмнө Энхбат гуай Ам нээвэл ороод яриад л сууж байсан биздээ? Тэр хүн ярихаар хуулийн дагуу, энэ хүн ярихаар хууль зөрчинө гэдэг шударга бус байж болох уу? Шударга л байя л даа."
positive,"Нэр дэвшиж буй 3 эрхэм Энхбат ах, найз Хүрэлсүх, Эрдэнээ дарга нартаа бүгдэд нь амжилт хүсье!
Миний хувьд Хүрэлсүх найзаа дэмжинэ.
Зүгээр л нэг дэмжинэ гэж хэлэхгүй.
Өөрийнхөө чадах бүхий л зүйлээр тус дэм болохыг хичээнэ.
Go Hook! https://t.co/8DoGAI9cUs"
positive,@zorig316 @themunkh Энхбат ухаан орж ээ бие нь сайжирлаа гээд бсн юм суллах гээл бж дээ
positive,Энхбат начин ухаан орлоо гдг мэдээг сэвсний маргааш Түвшинбаяр суллагдаж нтр
neutral,@Nandin991 би хэлээд л бсан... Энхбат начин л босч ирээсэй бусад нь дүүрч
negative,"Интернэт монголд нэвтэрсэн түүх цувралын 3р хэсгээр монголд Анхны Мейлийн Хэрэглээ хэрхэн нэвтэрсэн тухай хүргэж байна ^^

#Доктор_Энхбат_гэж_хэн_бэ #Энхбат #Датаком #Интернэт_Монголд #Enkhbat #Datacom #Бидний_захиалсан_ерөнхийлөгч #Nerd_but_Cool https://t.co/2Cy1EWkZo8"
positive,"Интернэт монголд нэвтэрсэн түүх цувралын 4р ангийг хүргэж байна^^

Амжилт нэвтрүүлгийг бүтнээр нь үзэх бол : https://t.co/3DtImdBdGe

#Доктор_Энхбат_гэж_хэн_бэ #Энхбат #Датаком #Интернэт_Монголд #Enkhbat #Datacom #Бидний_захиалсан_ерөнхийлөгч #Nerd_but_Cool https://t.co/l9Id4SJWhM"
neutral,"Амжилт нэвтрүүлгийг бүтнээр нь үзэх бол : https://t.co/3DtImdBdGe

#Доктор_Энхбат_гэж_хэн_бэ #Энхбат #Датаком #Интернэт_Монголд #Enkhbat #Datacom #Бидний_захиалсан_ерөнхийлөгч #Nerd_but_Cool"
positive,"@Uyanga_ts Хүрэлсүх гарах нь гэж гуниглаж эмоорч байхын оронд Д.Энхбат гараасай гэж зүтгэж суух нь хэд дахин илүү үр бүтээлиэй, эерэг байна л 🙂..."
negative,Би ч мөн адил Энхбат гуайг сонгогдоно гэдэгт итгэхгүй байна. Гэхдээ түүнд саналаа өгнө. Төрийг ээлжилж барьсан МАН АН биш хүн өндөр санал авах тоолонд энэ 2 нам иргэдээс айх айдас нь нэмэгдэх болно.
negative,"А.Баатархуяг: Хүрэлсүхийнх нь нэр хүнд муудаж, Д.Энхбат гол өрсөлдөгч болоод ирэхээр дахиад Шүүх тоглож байна. Өөрөөр хэлбэл, Д.Энхбатыг хуваах, С.Эрдэнээс [илүү] чанартай хүн гаргахын тулд шүүхээс дахиад буруу шийдвэр гаргаж хуулиар тоглож байна.  https://t.co/HMdYgaXivx"
negative,@abaa_99 Энэ бол явуулгатай үйл ажиллагаа. Энхбат аягүй бол Хүкийг  арчаад өнгөрөх нь тодорхой.болонгуут алдаагаа засах магадлалтаф
negative,"Баатархуяг, Уянга тэргүүтэн Энхбат гуайг дэмжээд байгаа бол ПР компанид төлсөн 50к $ хаашаа санхүүжих нь тодорхой л болов уу... https://t.co/pab84ZRB7K"
neutral,"Д. Энхбат гуай аягүй Говийнхны, шингэн царайтай тэ. Говийн хүн үү? Нээрээ Говиос ерөнхийлөгчтэй болвол яадаг бол? ккк."
positive,"Энэ жил Д.Энхбат гуай гарахгүй байсан ч хамаагүй, энэ хүнд саналаа өгнө. https://t.co/W7uAmsmK1t"
negative,Толгойлогчид нь Эрдэнэлүү урвацан чинь Энхбат ялна ура гэж байсан дагаж далдайдагууд нь хаашаа яахаа мэдэхээ байцан ихаха. Үзэл бодолдоо л үнэн ч байлдаа. Таван цаас хаанаас ч олддымшдэ угнь 😂🤮 https://t.co/QjA1LNOsZZ
neutral,Чамаас сайн хуульчид зөвлөгөө өгч байгаалдаа. Тэгээд ч Энхбат Ам нээвэл нтр гээд зөндөөл нэвтрүүлэгээр ороо биздээ https://t.co/T3BXXxIE0v
neutral,БНСУ-д эмчилгээ хийлгүүлж байгаа Э.Энхбат начин ухаан орж дохиогоор ярьж эхэлсэн гэнэ. https://t.co/osOfZN8t5g
neutral,"Энхбат гуай боломжийн кандидат мөн үү гэвэл мөн. Гэхдээ юманд ээлж дараа, эрэмбэ гэж байна. Эрдэнэ саяны хэдэн жил Монгол улсад үнэхээр гавъяа байгуулсан гэдэгт би хувьдаа итгэлтэй байгаа. За хүүкийн талаар бол яриад ч хэрэггүй байх тээ."
neutral,"3 нэр дэвшигчийг харж байхад Энхбат, Эрдэнэ нарт жаахан харизма дутагдаад байна уу даа гэж харсан. Харизм сайтай удирдагч л бусдад нөлөөлж, удирдаж, том ажлуудыг зүтгүүлж чаддаг. С.Эрдэнэд харизмаас гадна, манлайлах бусад ур чадвар ч дутагдалтай. Намаа хуваацан хүн. https://t.co/dD0YMRz7BJ"
negative,@SaruulhanA Энхбат тэр 2-н асуудал юмдаа. Энхбатын гэр бүл юм яриагүй байхад бид илүү биз
negative,Худлаа нүдээ нээлээ гэж зар тараагаал суллаж этр тэр Энхбат чинь эрүүл саруул хүн бсан биздээ эсвэл нүдээ нээсэн л хүн бсымуу 🗣🗣🗣🗣🗣🗣🗣 https://t.co/b7FQczzmUO
neutral,"Яаж ч бодсон Дангаасүрэнгийн Энхбат гуай л дээр. Нөгөө хоёроосоо арай нэр цэвэр. Хүүк , Эрдэнэ ван хоёрыг Ерөнхийлөгч болгочихоод юугаа бодож суух юм бэ ?"
neutral,"@hovd98 Хүндлэл, хайр, бахархал үзэн ядалтаар өөрчлөгдлөө. Ганц зүйл Энхбат начин маань хөл дээрээ босох, би өөрөө Булганы Сайханых. Олон зүйл авир ааш дийлдэхээ болисон мэдэгдэж байлаа. Уул энэ үндэстэнд бахархал, эв нэгдэл авчирсан гавьяатан ш дээ"
negative,"Энхбат гуай нэр дэвшээд дарангуйлал ярьдаг боллоо. Бодит байдал дээр ж.нь Женког ид хүчтэй бхад хэзээ ч нэр цохож хүчтэй байр суурь илэрхийлж бгагүй. ШХАБ дээр ч байр суурь нь хоёрдмол бсн. Сонгуулиар амилдаг юмыг итгэл үнэмшил биш оппортунизм, эрх мэдлийн амбиц гэж боддог."
neutral,"@bbolorerdenemn Дэвшихээсээ өмнө МАН бол институци мөн нтр гэж байсан хүн дэвших болсон нэг намын дарангуйлал намайг айлгаж бна гэх мэт ардчилалд санаа зовогч чухам ардчидагч болцон явналээ.. олонх-н саналыг авья л гэвэл удахгүй дээл өмсөж, морь унаж л таарнадаа Энхбат гуай 🤣"
negative,"Намайг анти ШХАБ кампэин хийж байх үеэр Энхбат гуай цэцэн цэцэн афоризм их хэлж өгсөн ч бодит оролцоо хийгээгүй. Түүгээр барахгүй олон нийт ид эсэргүүцэж бхад ард түмэн ийм сэдэв мэдэхгүй, чадахгүй гээд би маргаж бснаа санаж бн. Ер нь өнгөрсөн хэдэн жилд бүх асуудлаар тийм л бсн."
neutral,"Ардчиллыг гоё гоё афоризм хэлээд хамгаалахгүй. Бодитой санаархалтай улстөрчтэй тулж, бохир заваан юмнаас цэмцэгнэлгүй оролцоо хийж байж хамгаална. Сүүлийн хэдэн жил ардчиллын талаар Энхбат ах гоё гоё афоризм бичиж, ажлыг нь бол өөр хүмүүс хийсэн л дээ."
negative,"Женко, Миеэ, Босоо 3-ыг өрсөлдөхийг харчихаад энэ сонгуулийг сонголтгүй гэж болохгүйлдээ. 

Нас намба нь таарсан, боловсролтой, соён гэгээрүүлэгч, нийгмийн зүтгэлтэн, улс төрийн туршлагатай, МАНАН төлөөлөл биш, төрөөс мөнгөжөөгүй нэг кандидат байгаашд 😊 #Энхбат 🇲🇳"
